name,business_id,industry,toi_code,toi_description,nearest_station,distance_km,address,website,status,registered,lat,lon,found_website
Spelman Media Oy,3261167-4,other,96999.0,Muu muualla luokittelematon monenlainen henkilökohtainen palvelutoiminta,Pasila,1.117,"Porvoonkatu, 00510",spelmanmedia.fi,2,2022-01-26,60.1940396,24.9508933,spelmanmedia.fi
PoMO Xperience Partners Oy,3242154-7,other,82990.0,Muualla luokittelematon muu liike-elämän tukipalvelutoiminta,Pasila,1.117,"Teollisuuskatu, 00510",,2,2021-10-18,60.1940396,24.9508933,
Espoon Talotyö Oy,3242008-5,construction,43350.0,Muu rakennusten viimeistely,Pasila,1.117,"Sturenkatu, 00510",,2,2021-10-15,60.1940396,24.9508933,
Outlandish Trading Oy,3241126-9,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,1.117,"Viipurinkatu, 00510",,2,2021-10-13,60.1940396,24.9508933,https://outlandishtrading.com/collections/bandol-バンドール
WS Marketing and Consultancy Oy,3246822-2,marketing,73112.0,Muu mainostoimistojen toiminta,Pasila,1.117,"Viipurinkatu, 00510",,2,2022-03-07,60.1940396,24.9508933,
ADVANCED SUPPORTING SERVICES Oy,3225831-3,other,81239.0,Muu muualla luokittelematon siivoustoiminta,Pasila,1.117,"Viipurinkatu, 00510",,2,2021-08-11,60.1940396,24.9508933,
Cisu Li Oy,3225287-8,retail,47782.0,Muu muualla luokittelematon uusien tavaroiden vähittäiskauppa,Pasila,1.117,"Kirstinkatu, 00510",,2,2021-07-28,60.1940396,24.9508933,
Feedi Media Oy,3267942-5,other,60310.0,Uutistoimistojen toiminta,Pasila,1.117,"Sturenkatu, 00510",www.feedi.fi,2,2022-02-15,60.1940396,24.9508933,www.feedi.fi
RMB-Putki Oy,3208547-5,construction,43220.0,"Lämpö-, vesijohto- ja ilmastointiasennus",Pasila,1.117,"Porvoonkatu, 00510",,2,2021-05-05,60.1940396,24.9508933,
SWIM & FUN SCANDINAVIA ApS,3277368-1,wholesale,46494.0,Muu erikoistunut  harrastusvälineiden tukkukauppa,Pasila,1.117,"Sturenkatu, 00510",https://www.swim-fun.com/fi/,2,,60.1940396,24.9508933,https://www.swim-fun.com/fi/
B-Intohimo Oy,3207343-1,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Pasila,1.117,"Nilsiankatu, 00510",,2,2021-05-17,60.1940396,24.9508933,https://b-intohimo.com/
Konepaja Distilling Company Oy,3206398-9,manufacturing,11010.0,"Alkoholijuomien tislaus, etyylialkoholin tislaus ja alkoholijuomien sekoittaminen",Pasila,1.117,"Konepajankuja, 00510",www.loiloirooftop.com,2,2021-04-27,60.1940396,24.9508933,www.loiloirooftop.com
CF Global Oy,3206068-1,wholesale,46381.0,Luontaistuotteiden tukkukauppa,Pasila,1.117,"Sturenkatu, 00510",,2,2021-04-26,60.1940396,24.9508933,https://www.cfglobal.co/
RNA Fashion Oy,3205934-9,wholesale,46412.0,Muu tekstiilien tukkukauppa,Pasila,1.117,"Viipurinkatu, 00510",,2,2021-05-26,60.1940396,24.9508933,
Pratos Uusimaa Oy,3205339-3,construction,41000.0,Talonrakentaminen,Pasila,1.117,"Elimaenkatu, 00510",pratos.fi,2,2021-05-20,60.1940396,24.9508933,pratos.fi
Talotuntija Oy,3205286-8,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Pasila,1.117,"Elimaenkatu, 00510",,2,2021-04-21,60.1940396,24.9508933,https://talotuntija.fi/
Kimaltaa Oy,3205200-8,other,59200.0,Ääni- ja musiikkitallenteiden kustantaminen,Pasila,1.117,"Elimaenkatu, 00510",,2,2021-04-21,60.1940396,24.9508933,
Deelit Ventures B.V. Suomen sivuliike,3205151-5,other,77110.0,Autojen ja kevyiden moottoriajoneuvojen vuokraus ja leasing,Pasila,1.117,"Konepajankuja, 00510",www.camptoo.fi,2,2021-05-07,60.1940396,24.9508933,www.camptoo.fi
RBTS Robotics Oy,3278413-7,education,72100.0,Luonnontieteen ja tekniikan tutkimus ja kehittäminen,Pasila,1.117,"Sturenkatu, 00510",rbts.co,2,2022-04-20,60.1940396,24.9508933,rbts.co
Werk Finland Oy,3279421-2,staffing,78100.0,Työnvälitystoiminta,Pasila,1.117,"Sturenkatu, 00510",www.werk.eu,2,2022-06-14,60.1940396,24.9508933,www.werk.eu
KMR-Invest Oy,3204398-8,construction,41000.0,Talonrakentaminen,Pasila,1.117,"Elimaenkatu, 00510",pratos.fi,2,2021-05-20,60.1940396,24.9508933,pratos.fi
Aplowski Entertainment Oy,3208576-6,other,82300.0,Messujen ja kongressien järjestäminen,Pasila,1.117,"Makelankatu, 00510",,2,2021-05-05,60.1940396,24.9508933,
Arkkitehtitoimisto Koan Oy,3204395-3,engineering,71110.0,Arkkitehtipalvelut,Pasila,1.117,"Nokiantie, 00510",www.koan.fi,2,2021-04-16,60.1940396,24.9508933,www.koan.fi
LPD Finland Oy,3203125-8,manufacturing,25530.0,Metallien työstö,Pasila,1.117,"Sturenkatu, 00510",,2,2021-04-19,60.1940396,24.9508933,
Visually Voit Oy,3202707-2,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,1.117,"Makelankatu, 00510",,2,2021-04-12,60.1940396,24.9508933,
Taito Kotiremontti Oy,3201905-6,construction,43350.0,Muu rakennusten viimeistely,Pasila,1.117,"Kuortaneenkatu, 00510",,2,2021-04-19,60.1940396,24.9508933,
Hogo Hammer Oy,3201853-9,hospitality,56301.0,Baarit ja muu alkoholijuomien tarjoilu,Pasila,1.117,"Keuruuntie, 00510",,2,2021-04-08,60.1940396,24.9508933,
Metka Media Oy,3279595-2,marketing,73112.0,Muu mainostoimistojen toiminta,Pasila,1.117,"Makelankatu, 00510",www.metkamedia.fi,2,2022-04-19,60.1940396,24.9508933,www.metkamedia.fi
Germstar Finland Oy,3200095-3,wholesale,46900.0,Yleistukkukauppa,Pasila,1.117,"Viipurinkatu, 00510",www.germstar.fi,2,2021-04-07,60.1940396,24.9508933,www.germstar.fi
Mallow Oy,3200030-4,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Pasila,1.117,"Lemuntie, 00510",www.mallow.fi,2,2021-04-21,60.1940396,24.9508933,www.mallow.fi
United Gamblers Oy,3198262-5,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,1.117,"Viipurinkatu, 00510",,2,2021-03-22,60.1940396,24.9508933,
Biot Oy,3197778-9,it,62200.0,Laitteistokonsultointi ja käyttö- ja hallintapalvelut,Pasila,1.117,"Konepajankuja, 00510",www.biot.fi,2,2021-03-19,60.1940396,24.9508933,www.biot.fi
Helsingin okt huolto Oy,3197727-9,other,81220.0,Muu rakennus- ja teollisuussiivous,Pasila,1.117,"Konepajankuja, 00510",,2,2021-03-19,60.1940396,24.9508933,
El Masry Language Institute Oy,3197105-3,education,85593.0,Kielikoulut ja -opistot,Pasila,1.117,"Viipurinkatu, 00510",,2,2021-05-03,60.1940396,24.9508933,
NORDIC STUDIOS OY,3197004-2,other,59200.0,Ääni- ja musiikkitallenteiden kustantaminen,Pasila,1.117,"Nilsiankatu, 00510",www.nordicstudios.fi,2,2021-04-07,60.1940396,24.9508933,www.nordicstudios.fi
TMG Management Oy,3281744-5,marketing,74991.0,Kulttuurialan ohjelmatoimistojen toiminta,Pasila,1.117,"Nokiantie, 00510",,2,2022-04-26,60.1940396,24.9508933,https://www.tmgmanagement.fi/
Somelaw Oy,3204235-2,other,69109.0,Muu lakiasiain palvelu,Pasila,1.117,"Vallilantie, 00510",somelaw.fi,2,2021-04-15,60.1940396,24.9508933,somelaw.fi
REEN Technology Oy,3208820-3,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Pasila,1.117,"Konepajankuja, 00510",,2,2021-05-06,60.1940396,24.9508933,https://reen.com/
Jussi Rautaniemi Oy,3275751-8,other,59120.0,"Elokuvien, video- ja televisio-ohjelmien jälkituotanto",Pasila,1.117,"Nilsiankatu, 00510",www.jussirautaniemi.com,2,2022-03-23,60.1940396,24.9508933,www.jussirautaniemi.com
PKT-Consulting Oy,3275019-9,it,62900.0,Muu laitteisto- ja tietotekninen palvelutoiminta,Pasila,1.117,"Sturenkatu, 00510",,2,2022-03-21,60.1940396,24.9508933,
Motivated Partners Oy,3224897-5,other,93130.0,Kuntokeskusten toiminta,Pasila,1.117,"Traverssikuja, 00510",,2,2021-07-26,60.1940396,24.9508933,
Helsingin Kulttuurihub Oy,3223671-2,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,1.117,"Sturenkatu, 00510",,2,2021-07-30,60.1940396,24.9508933,
Amni Agency Oy,3268031-1,marketing,73112.0,Muu mainostoimistojen toiminta,Pasila,1.117,"Porvoonkatu, 00510",,2,2022-02-28,60.1940396,24.9508933,
RUUT Concepts Oy,3223114-5,engineering,71110.0,Arkkitehtipalvelut,Pasila,1.117,"Kirstinkatu, 00510",,2,2021-07-15,60.1940396,24.9508933,https://www.ruutconcepts.fi/en/ruut-yhteistiedot/
Upsy Company Oy,3222582-9,it,62010.0,Ohjelmistojen suunnittelu ja valmistus,Pasila,1.117,"Lemuntie, 00510",,2,2021-12-07,60.1940396,24.9508933,
Takausvakuus Oy,3269274-2,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Pasila,1.117,"Teollisuuskatu, 00510",www.takausvakuus.fi,2,2022-04-11,60.1940396,24.9508933,www.takausvakuus.fi
Heiskari & Co Oy,3221966-4,other,90209.0,Muu esittävä taide,Pasila,1.117,"Aleksis Kiven katu, 00510",,2,2021-07-09,60.1940396,24.9508933,
Law Rock Oy,3221959-2,other,69109.0,Muu lakiasiain palvelu,Pasila,1.117,"Sturenkatu, 00510",www.logberg.lawyer,2,2021-08-09,60.1940396,24.9508933,www.logberg.lawyer
Way2Finland Oy,3221595-4,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,1.117,"Porvoonkatu, 00510",www.way2finland.com,2,2021-07-07,60.1940396,24.9508933,www.way2finland.com
Korsvind Oy,3220141-3,manufacturing,35121.0,Sähkön tuotanto vesivoimalla,Pasila,1.117,"Konepajankuja, 00510",,2,2021-06-29,60.1940396,24.9508933,
Al-Sahle Finland oy,3220072-8,hospitality,56302.0,Kahvilat ja muu alkoholittomien juomien tarjoilu,Pasila,1.117,"Viipurinkatu, 00510",,2,2021-06-24,60.1940396,24.9508933,
Muuntamo Sound Oy,3220066-4,other,59110.0,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",Pasila,1.117,"Nilsiankatu, 00510",,2,2021-06-24,60.1940396,24.9508933,
Rest In Pizza Oy,3219895-5,hospitality,56111.0,Ruokaravintolat,Pasila,1.117,"Elimaenkatu, 00510",,2,2021-06-24,60.1940396,24.9508933,
Sportway Oy,3219655-4,other,60200.0,Televisio-ohjelmien ja videosisältöjen tuottaminen ja levitys,Pasila,1.117,"Konepajankuja, 00510",,2,2021-07-06,60.1940396,24.9508933,https://sportway.com/finland/
Pongstat Oy,3272042-4,other,93290.0,Muualla luokittelematon huvi- ja virkistystoiminta,Pasila,1.117,"Sturenkatu, 00510",www.pongstat.com,2,2022-03-10,60.1940396,24.9508933,www.pongstat.com
PhuThai Catering Services Oy,3218640-1,hospitality,56111.0,Ruokaravintolat,Pasila,1.117,"Nokiantie, 00510",,2,2021-06-21,60.1940396,24.9508933,
Samskip Oy,3218348-9,logistics,50200.0,Meri- ja rannikkovesiliikenteen tavarankuljetus,Pasila,1.117,"Kuortaneenkatu, 00510",,2,2021-06-22,60.1940396,24.9508933,https://www.samskip.com/contact/
WTF Marketing Collective Oy,3217063-7,marketing,73112.0,Muu mainostoimistojen toiminta,Pasila,1.117,"Fleminginkatu, 00510",welltoldfacts.fi,2,2021-06-14,60.1940396,24.9508933,welltoldfacts.fi
Foders Oy,3216998-6,hospitality,56111.0,Ruokaravintolat,Pasila,1.117,"Itainen Brahenkatu, 00510",https://www.fodersfamily.com/,2,2021-06-15,60.1940396,24.9508933,https://www.fodersfamily.com/
Ville Turkia Oy,3215638-4,construction,43350.0,Muu rakennusten viimeistely,Pasila,1.117,"Aleksis kiven katu, 00510",,2,2021-06-08,60.1940396,24.9508933,
Eco Living (Finland) Oy,3214738-1,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,1.117,"Elimaenkatu, 00510",ecoliving.global,2,2021-06-09,60.1940396,24.9508933,ecoliving.global
MILAUTO OY,3272447-6,other,95312.0,Muu moottoriajoneuvojen huolto ja korjaus,Pasila,1.117,"Sturenkatu, 00510",,2,2022-03-15,60.1940396,24.9508933,
Eliko Oy,3213077-4,other,69201.0,"Laskentatoimi, kirjanpito ja veroneuvonta",Pasila,1.117,"Teollisuuskatu, 00510",www.eliko.fi,2,2021-05-31,60.1940396,24.9508933,www.eliko.fi
PH Capital Partners Oy,3212816-4,finance,64210.0,Holdingyhtiöiden toiminta,Pasila,1.117,"Aleksis Kiven katu, 00510",,2,2021-05-25,60.1940396,24.9508933,
Alppila Tilit Oy,3273395-4,other,69201.0,"Laskentatoimi, kirjanpito ja veroneuvonta",Pasila,1.117,"Nilsiankatu, 00510",,2,2022-03-16,60.1940396,24.9508933,
PLEASURE DOME OY,3211808-9,retail,47792.0,Vanhojen ja käytettyjen kirjojen vähittäiskauppa,Pasila,1.117,"Fleminginkatu, 00510",,2,2021-05-20,60.1940396,24.9508933,
Artbee Design Oy,3273582-9,marketing,73112.0,Muu mainostoimistojen toiminta,Pasila,1.117,"Viipurinkatu, 00510",www.artbee.fi,2,2022-03-18,60.1940396,24.9508933,www.artbee.fi
Finlayson NewCo Oy,3210323-1,retail,47511.0,Kankaiden vähittäiskauppa,Pasila,1.117,"Elimaenkatu, 00510",www.mannagroup.fi,2,2021-05-14,60.1940396,24.9508933,www.mannagroup.fi
Epicness Oy,3274442-6,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Pasila,1.117,"Aleksis Kiven katu, 00510",,2,2022-03-18,60.1940396,24.9508933,
PALENBERG OY,3195541-6,construction,41000.0,Talonrakentaminen,Pasila,1.117,"Sturenkatu, 00510",,2,2021-03-09,60.1940396,24.9508933,
Tapahtumateollisuus Oy,3376362-9,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,1.117,"Sturenkatu, 00510",,2,2023-09-12,60.1940396,24.9508933,https://tapahtumateollisuus.fi/tapahtumateollisuus-oy/
MARGO INVEST OY,3136305-8,staffing,78200.0,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Pasila,1.117,"Sturenkatu, 00510",,2,2020-06-03,60.1940396,24.9508933,
MK EUROTECH OY,3302221-4,construction,43241.0,Hissien ja liukuportaiden asennus,Pasila,1.117,"Viipurinkatu, 00510",,2,2022-08-03,60.1940396,24.9508933,https://www.mkeurotechoy.com/
Asuntosalkku Suomi Oy,2939840-3,real_estate,68110.0,Omien kiinteistöjen kauppa,Pasila,1.117,"Teollisuuskatu, 00510",,2,2018-09-26,60.1940396,24.9508933,https://asuntosalkku.fi/yhteystiedot/
Kredinor Oy,2937875-2,other,82910.0,Perintä- ja luottotietopalvelut,Pasila,1.117,"Teollisuuskatu, 00510",www.kredinor.fi,2,2018-10-01,60.1940396,24.9508933,www.kredinor.fi
tafkaoo architects Oy,2937743-4,engineering,71110.0,Arkkitehtipalvelut,Pasila,1.117,"Konepajankuja, 00510",tafkaoo.com,2,2018-10-08,60.1940396,24.9508933,tafkaoo.com
ENO Creative Oy,3350388-6,other,59110.0,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",Pasila,1.117,"Sturenkatu, 00510",www.enocreative.fi,2,2023-03-14,60.1940396,24.9508933,www.enocreative.fi
Haloo Music Group Oy,3350564-6,other,90391.0,Taiteen ja kulttuurin live-tapahtumien järjestäminen,Pasila,1.117,"Palkaneentie, 00510",www.hmg.fi,2,2023-07-31,60.1940396,24.9508933,www.hmg.fi
Haloo Music Live Oy,3350565-4,marketing,74991.0,Kulttuurialan ohjelmatoimistojen toiminta,Pasila,1.117,"Palkaneentie, 00510",www.hmg.fi,2,2023-07-31,60.1940396,24.9508933,www.hmg.fi
Clayhill Ab Oy,2935275-5,other,59110.0,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",Pasila,1.117,"Nilsiankatu, 00510",www.clayhill.fi,2,2018-09-14,60.1940396,24.9508933,www.clayhill.fi
Elimaki Holding Oy,3352559-1,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Pasila,1.117,"Elimaenkatu, 00510",,2,2023-03-17,60.1940396,24.9508933,
Katajanheimo Company Oy,2934374-4,it,62200.0,Laitteistokonsultointi ja käyttö- ja hallintapalvelut,Pasila,1.117,"Makelankatu, 00510",,2,2018-09-14,60.1940396,24.9508933,
MeidänTale Oy,2932955-5,hospitality,56111.0,Ruokaravintolat,Pasila,1.117,"Sturenkatu, 00510",,2,2019-02-11,60.1940396,24.9508933,
SN Enterprise Oy,3352953-3,hospitality,56111.0,Ruokaravintolat,Pasila,1.117,"Porvoonkatu, 00510",,2,2023-03-22,60.1940396,24.9508933,
RenoWell Oy,2931822-3,construction,41000.0,Talonrakentaminen,Pasila,1.117,"Konepajankuja, 00510",www.renowell.fi,2,2018-08-21,60.1940396,24.9508933,www.renowell.fi
Hassfocux Oy,3353378-6,logistics,49330.0,Kutsuttaessa saatavilla oleva henkilökuljetus,Pasila,1.117,"Viipurinkatu, 00510",,2,2023-03-25,60.1940396,24.9508933,
Viipurinkadun Kapitaali Oy,3349008-5,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Pasila,1.117,"Viipurinkatu, 00510",,2,2023-03-15,60.1940396,24.9508933,
Sellai Oy,2930187-8,wholesale,46180.0,Muu erikoistunut agentuuritoiminta,Pasila,1.117,"Konepajankuja, 00510",https://sellai.ai/,2,2018-08-10,60.1940396,24.9508933,https://sellai.ai/
Berner Media Agency Oy,3354448-5,marketing,73112.0,Muu mainostoimistojen toiminta,Pasila,1.117,"Viipurinkatu, 00510",www.evexcreative.com,2,2023-04-03,60.1940396,24.9508933,www.evexcreative.com
Nordic Food Tech Venture Capital Oy,2924521-2,other,82990.0,Muualla luokittelematon muu liike-elämän tukipalvelutoiminta,Pasila,1.117,"Bruno Granholmin kuja, 00510",,2,2018-07-24,60.1940396,24.9508933,
Huippu Education Oy,2923695-7,education,85690.0,Muualla luokittelematon koulutusta palveleva toiminta,Pasila,1.117,"Viipurinkatu, 00510",,2,2018-07-05,60.1940396,24.9508933,
Raflakeskus Oy,3354449-3,other,96999.0,Muu muualla luokittelematon monenlainen henkilökohtainen palvelutoiminta,Pasila,1.117,"Viipurinkatu, 00510",,2,2023-04-04,60.1940396,24.9508933,
Voima Kahvila Oy,2923485-5,hospitality,56111.0,Ruokaravintolat,Pasila,1.117,"Teollisuuskatu, 00510",,2,2018-07-20,60.1940396,24.9508933,https://www.voimakahvila.fi/
Forsström Invest Oy,2923091-8,finance,64210.0,Holdingyhtiöiden toiminta,Pasila,1.117,"Palkaneentie, 00510",,2,2018-07-03,60.1940396,24.9508933,
Talouskuutio Oy,2922403-2,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Pasila,1.117,"Kuortaneenkatu, 00510",www.talouskuutio.fi,2,2018-07-17,60.1940396,24.9508933,www.talouskuutio.fi
Resistomap Oy,2921012-4,marketing,74999.0,"Muualla luokittelematon kaikki muu monenlainen ammatillinen, tieteellinen ja tekninen toiminta",Pasila,1.117,"Elimaenkatu, 00510",www.resistomap.com,2,2018-06-18,60.1940396,24.9508933,www.resistomap.com
Werdin Originals Oy,2920654-7,marketing,74200.0,Valokuvaustoiminta,Pasila,1.117,"Palkaneentie, 00510",,2,2018-08-15,60.1940396,24.9508933,
BC Serzdan Oy,3358113-9,other,96999.0,Muu muualla luokittelematon monenlainen henkilökohtainen palvelutoiminta,Pasila,1.117,"Porvoonkatu, 00510",,2,2023-04-19,60.1940396,24.9508933,
Myssy Trading Oy,2918221-5,retail,47822.0,Muu moottoriajoneuvojen osien ja varusteiden vähittäiskauppa,Pasila,1.117,"Josafatinkatu, 00510",,2,2018-06-28,60.1940396,24.9508933,
Digibalance Oy,2918215-1,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Pasila,1.117,"Konepajankuja, 00510",www.digibalanceapp.com,2,2018-05-31,60.1940396,24.9508933,www.digibalanceapp.com
"TrueLayer (Ireland) Limited, Suomen sivuliike",3359566-1,finance,66190.0,Muu rahoitusta palveleva toiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Pasila,1.117,"Konepajankuja, 00510",,2,2023-05-03,60.1940396,24.9508933,
Lola&Lykke Oy,2929341-7,retail,47782.0,Muu muualla luokittelematon uusien tavaroiden vähittäiskauppa,Pasila,1.117,"Konepajankuja, 00510",www.lolalykke.com,2,2018-08-07,60.1940396,24.9508933,www.lolalykke.com
"MACRO (EUROPE) LIMITED, Suomen sivuliike",2915995-5,other,82990.0,Muualla luokittelematon muu liike-elämän tukipalvelutoiminta,Pasila,1.117,"Kotkankatu, 00510",,2,2018-07-16,60.1940396,24.9508933,
Juniper Tower Oy,2940195-9,hospitality,56111.0,Ruokaravintolat,Pasila,1.117,"Konepajankuja, 00510",https://www.lucyinthesky.fi/,2,2018-10-24,60.1940396,24.9508933,https://www.lucyinthesky.fi/
Ramsay Real Estate Oy,2941968-1,marketing,73111.0,Suora- ja ulkomainonta,Pasila,1.117,"Porvoonkatu, 00510",,2,2018-10-08,60.1940396,24.9508933,https://ramsayrealestate.ca/
Yritysmyynti Habita Oy,2978750-5,it,63920.0,Muu tietopalvelutoiminta,Pasila,1.117,"Elimaenkatu, 00510",www.habita.com,2,2019-03-18,60.1940396,24.9508933,www.habita.com
A-Pop Music Oy,3342697-2,other,59200.0,Ääni- ja musiikkitallenteiden kustantaminen,Pasila,1.117,"Nokiantie, 00510",,2,2023-02-09,60.1940396,24.9508933,
Markkinointi Meemi Oy,2976473-3,marketing,73112.0,Muu mainostoimistojen toiminta,Pasila,1.117,"Teollisuuskatu, 00510",www.markkinointimeemi.fi,2,2019-02-21,60.1940396,24.9508933,www.markkinointimeemi.fi
Italia Café & Delicatessen Oy,2974755-4,hospitality,56101.0,Ravintolat,Pasila,1.117,"Elimaenkatu, 00510",,2,2019-02-18,60.1940396,24.9508933,
Luova Helsinki Oy,2971575-5,marketing,74200.0,Valokuvaustoiminta,Pasila,1.117,"Palkaneentie, 00510",www.luovahelsinki.com,2,2019-02-14,60.1940396,24.9508933,www.luovahelsinki.com
Edulytics Oy,2969781-7,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Pasila,1.117,"Lemuntie, 00510",,2,2019-02-04,60.1940396,24.9508933,
IDOLOGICA OY,2968928-6,it,62200.0,Laitteistokonsultointi ja käyttö- ja hallintapalvelut,Pasila,1.117,"Sturenkatu, 00510",,2,2019-02-18,60.1940396,24.9508933,
Yellow Corner Studio Oy,2968750-4,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,1.117,"Lemuntie, 00510",www.yellowcornerstudio.fi,2,2019-01-28,60.1940396,24.9508933,www.yellowcornerstudio.fi
The Rebuild Watch Company Oy,3344227-8,manufacturing,32999.0,Muu muualla luokittelematon monenlaisten tuotteiden valmistus,Pasila,1.117,"Nilsiankatu, 00510",www.rebuildwatches.com,2,2023-02-15,60.1940396,24.9508933,www.rebuildwatches.com
Boels Rent Oy,2964051-1,other,77320.0,Rakennuskoneiden ja -laitteiden vuokraus ja leasing,Pasila,1.117,"Kotkankatu, 00510",,2,2019-02-20,60.1940396,24.9508933,https://www.boels.com/en-gb
Lenny Agency Oy,3344494-3,it,62900.0,Muu laitteisto- ja tietotekninen palvelutoiminta,Pasila,1.117,"Konepajankuja, 00510",www.lenny.fi,2,2023-02-15,60.1940396,24.9508933,www.lenny.fi
Spets Oy,3344520-9,marketing,74999.0,"Muualla luokittelematon kaikki muu monenlainen ammatillinen, tieteellinen ja tekninen toiminta",Pasila,1.117,"elimaenkatu, 00510",,2,2023-02-17,60.1940396,24.9508933,https://spets.fi/
SJ eSports Oy,2961540-4,other,93199.0,Muu muualla luokittelematon liikunta- ja urheilutoiminta,Pasila,1.117,"Viipurinkatu, 00510",,2,2019-01-02,60.1940396,24.9508933,
Telemental Oy,3349006-9,education,85599.0,Muu muualla luokittelematon monenlainen koulutustoiminta,Pasila,1.117,"Elimaenkatu, 00510",www.marjavihervaara.fi,2,2023-03-07,60.1940396,24.9508933,www.marjavihervaara.fi
Yarsa Oy,2961458-3,hospitality,56111.0,Ruokaravintolat,Pasila,1.117,"Kajaaninkatu, 00510",,2,2019-02-01,60.1940396,24.9508933,
Georg W. Oy,2956051-1,manufacturing,10850.0,Einesten ja valmisruokien valmistus,Pasila,1.117,"Palkaneentie, 00510",,2,2018-12-11,60.1940396,24.9508933,
OTTVI Oy,3344684-2,staffing,78200.0,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Pasila,1.117,"Kuortaneenkatu, 00510",https://ottvi.com/,2,2023-02-18,60.1940396,24.9508933,https://ottvi.com/
Terranor Verte Oy,3345618-6,other,81300.0,Maisemanhoitopalvelut,Pasila,1.117,"Teollisuuskatu, 00510",www.terranor.fi,2,2023-03-29,60.1940396,24.9508933,www.terranor.fi
1652 Esmael Ali Saed Oy,2951696-7,retail,47110.0,"Erikoistumaton elintarvikkeiden, juomien tai tupakan vähittäiskauppa",Pasila,1.117,"Makelankatu, 00510",,2,2018-11-22,60.1940396,24.9508933,
Taituri Valmennuskeskus Oy,3347289-9,other,93190.0,Muu urheilutoiminta,Pasila,1.117,"Elimaenkatu, 00510",,2,2023-03-06,60.1940396,24.9508933,
ProLook Oy,2948311-4,other,96210.0,Kampaamo- ja parturipalvelut,Pasila,1.117,"sturenkatu, 00510",,2,2018-11-27,60.1940396,24.9508933,https://prolook.com/
Sylt Holding oy,3348099-5,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,1.117,"Viipurinkatu, 00510",sylt.fi,2,2023-03-03,60.1940396,24.9508933,sylt.fi
Character House Oy,2947234-3,other,59110.0,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",Pasila,1.117,"Nilsiankatu, 00510",www.characterhouse.fi,2,2018-10-23,60.1940396,24.9508933,www.characterhouse.fi
Valvontapartio Oy,2946660-5,engineering,71126.0,Muu rakennustekninen palvelu,Pasila,1.117,"Sturenkatu, 00510",,2,2018-10-31,60.1940396,24.9508933,
LP Hel Kitchen Oy,3348553-4,staffing,78200.0,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Pasila,1.117,"Elimaenkatu, 00510",,2,2023-03-12,60.1940396,24.9508933,
Unity Energy Oy,2944598-6,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,1.117,"Sturenkatu, 00510",www.unityenergy.fi,2,2018-11-14,60.1940396,24.9508933,www.unityenergy.fi
HelliE Oy,2944594-3,health,88101.0,"Ikääntyneiden, vammaisten ja kehitysvammaisten kotihoito",Pasila,1.117,"Porvoonkatu, 00510",,2,2018-10-23,60.1940396,24.9508933,
Elemental Healthy Living Oy,3348677-2,other,96220.0,Kauneudenhoitopalvelut,Pasila,1.117,"Aleksis Kiven Katu, 00510",,2,2023-03-06,60.1940396,24.9508933,
Forme Oy,2958620-1,manufacturing,31000.0,Huonekalujen valmistus,Pasila,1.117,"Roineentie, 00510",www.forme.fi,2,2019-01-07,60.1940396,24.9508933,www.forme.fi
StarHop Creative Oy,2914785-8,other,59110.0,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",Pasila,1.117,"Suvannontie, 00510",https://kroma.fi,2,2018-06-05,60.1940396,24.9508933,https://kroma.fi
